"category","internationalTitle","localTitle","isNewEntry","isPromoted","openingHours","holiday","price","maxPrice","minPrice","address","url","telephone","properties","rating","ammenityScore","ammenityDescription","latitude","longitude","mapUri"
"French","Tateru Yoshino Bis","タテル ヨシノ ビズ","False","False","Lunch = 11:30-14:00 (L.O.)Dinner = 18:00-21:00 (L.O.)","null","Lunch = ¥4,000-8,000Dinner = ¥5,000-9,000","9000","4000","25F, Park Hotel, 1-7-1 Higashishimbashi, Minato-ku, Tokyo","http://www.tateruyoshino.com/","03-6252-1155","Wheelchair access, No smoking area, Car park, Private room with maximum capacity 28, Reservation required, Open Sunday, Interesting wine list","Bib Gourmand","2","Comfortable","35.663200000000000","139.759556000000000","https://maps.google.com/maps?q=35.663200000000000%2C139.759556000000000%2825F%2C%20Park%20Hotel%2C%201-7-1%20Higashishimbashi%2C%20Minato-ku%2C%20Tokyo%29&ll=35.663200000000000%2c139.759556000000000&hl=en"
"French","Tani","","False","False","Lunch = Wednesday-Sunday 12:00-15:30 L.O.14:00Dinner = 18:00-23:30 L.O.21:30","Closed Monday and 1st Sunday of the month","Lunch = ¥5,000-15,000Dinner = ¥5,000-15,000","15000","5000","2F, Moriya Sunlight Bldg, 3-2-6 Minamiaoyama, Minato-ku, Tokyo","http://www.restaurant-tani.com/","03-6804-2266","Completely no smoking area, Private room with maximum capacity 8, Reservation required, Interesting wine list","Bib Gourmand","2","Comfortable","35.66756792","139.7176771","https://maps.google.com/maps?q=35.66756792%2C139.7176771%282F%2C%20Moriya%20Sunlight%20Bldg%2C%203-2-6%20Minamiaoyama%2C%20Minato-ku%2C%20Tokyo%29&ll=35.66756792%2c139.7176771&hl=en"
"Innovative","Tapas Molecular Bar","タパス モラキュラーバー","False","False","Lunch = weekends 13:00(L.O.)Dinner = 18:00(L.O.), 20:30(L.O.)","null","Lunch = ¥24,000Dinner = ¥24,000","24000","24000","38F, Mandarin Oriental, 2-1-1 Nihombashi-muromachi, Chuo-ku, Tokyo","http://www.mandarinoriental.co.jp/tokyo","03-3270-8800","Wheelchair access, Completely no smoking area, Car park, Counter restaurant, Reservation required, Open Sunday, Interesting wine list","one star","1.5","Quiet comfortable (more pleasant if in red)","35.6869901","139.7730063","https://maps.google.com/maps?q=35.6869901%2C139.7730063%2838F%2C%20Mandarin%20Oriental%2C%202-1-1%20Nihombashi-muromachi%2C%20Chuo-ku%2C%20Tokyo%29&ll=35.6869901%2c139.7730063&hl=en"
"Soba","Tamawarai","玉笑","False","False","Lunch = 11:30-15:00 L.O.14:30 or when the day’s stock runs out Saturday 11:30-20:00 L.O.19:30Sunday 11:30-17:00 L.O.16:30Dinner = Tuesday-Saturday 18:30-21:30 L.O.21:00 or when the day’s stock runs out","Closed Monday (unless Public Holiday, then Tuesday)","Lunch = ¥2,000-4,000Dinner = ¥3,000-10,000","10000","2000","5-23-3 Jingumae, Shibuya-ku, Tokyo","null","03-5485-0025","Cash only, Completely no smoking area, Open Sunday","one star","1","Quiet comfortable","35.664462000000000","139.704670000000000","https://maps.google.com/maps?q=35.664462000000000%2C139.704670000000000%285-23-3%20Jingumae%2C%20Shibuya-ku%2C%20Tokyo%29&ll=35.664462000000000%2c139.704670000000000&hl=en"
"Soba","Sobaya Tsukigocoro","蕎ゃ 月心","False","False","Lunch = Friday & weekends 12:00-13:30 (L.O.) or when the day’s stock runs outDinner = 18:15-21:15 (L.O.) or when the day’s stock runs out","Closed Wednesday and 3rd & 5th Tuesday of the month","Lunch = ¥2,000-3,000Dinner = ¥2,000-3,000","3000","2000","2-44-15 Nakacho, Meguro-ku, Tokyo","http://www.tsukigocoro.com/","03-3791-1173","Cash only, Completely no smoking area, Open Sunday","Bib Gourmand","1","Quiet comfortable","35.63253266","139.6921568","https://maps.google.com/maps?q=35.63253266%2C139.6921568%282-44-15%20Nakacho%2C%20Meguro-ku%2C%20Tokyo%29&ll=35.63253266%2c139.6921568&hl=en"
"Japanese","Kaiseki Tsujitome","懐石 辻留","False","False","Lunch = 12:00-14:00Dinner = 17:00-21:00","Closed Sunday","Lunch = ¥18,000-42,000Dinner = ¥30,000-52,000","52000","18000","B1F, Toraya Daini Bldg, 1-5-8 Motoakasaka, Minato-ku, Tokyo","http://www.tsujitome.com/","03-3403-3984","Shoes must be removed, Private room with maximum capacity 20, Reservation required","two stars","3","Very comfortable","35.677383000000000","139.733632000000000","https://maps.google.com/maps?q=35.677383000000000%2C139.733632000000000%28B1F%2C%20Toraya%20Daini%20Bldg%2C%201-5-8%20Motoakasaka%2C%20Minato-ku%2C%20Tokyo%29&ll=35.677383000000000%2c139.733632000000000&hl=en"
"Tempura","Tempura Tsujimura","天ぷら つじ村","False","False","Lunch = 11:30-13:30 (L.O.)Dinner = weekdays 17:30-20:30 (L.O.)","Closed Sunday and Public Holidays","Lunch = ¥1,500-5,500Dinner = ¥3,000-8,000","8000","1500","27-5 Nihombashi-hakozakicho, Chuo-ku, Tokyo","null","03-3666-3419","Cash only, Counter restaurant","Bib Gourmand","1","Quiet comfortable","35.680139","139.7870208","https://maps.google.com/maps?q=35.680139%2C139.7870208%2827-5%20Nihombashi-hakozakicho%2C%20Chuo-ku%2C%20Tokyo%29&ll=35.680139%2c139.7870208&hl=en"
"Ramen","Japanese Soba Noodles Tsuta","Japanese Soba Noodles 蔦","False","False","Lunch/ Dinner = 11:00-18:00 or when the day’s stock runs out","Closed Wednesday","Lunch/Dinner = ¥1,000-2,000","2000","1000","1-14-1 Sugamo, Toshima-ku, Tokyo","null","03-3943-1007","Lunch and/or dinner for ¥1,500 and less, Cash only, Completely no smoking area, Counter restaurant, Reservation not accepted, Open Sunday","one star","0","Simple","35.73289128","139.740603","https://maps.google.com/maps?q=35.73289128%2C139.740603%281-14-1%20Sugamo%2C%20Toshima-ku%2C%20Tokyo%29&ll=35.73289128%2c139.740603&hl=en"
"Oden","Odenya Den","おでんや Den","False","False","Dinner = 18:00-0:30 L.O.23:30","Closed August, Saturday, Sunday and Public Holidays","Dinner = ¥3,000-5,000","5000","3000","B1F, Nakagawa Bldg, 1-8 Yotsuya, Shinjuku-ku, Tokyo","null","03-5379-8573","Counter restaurant, Reservation required, Late dining","Bib Gourmand","1","Quiet comfortable","35.68650157","139.7287825","https://maps.google.com/maps?q=35.68650157%2C139.7287825%28B1F%2C%20Nakagawa%20Bldg%2C%201-8%20Yotsuya%2C%20Shinjuku-ku%2C%20Tokyo%29&ll=35.68650157%2c139.7287825&hl=en"
"Tempura","Tempura Tensuzu","てん婦羅 天寿ゞ","False","False","Lunch = 11:30-14:30 L.O.14:00Dinner = 16:30-21:30 L.O.20:30","Closed Wednesday","Lunch = ¥2,000-9,000Dinner = ¥4,000-9,000","9000","2000","2-6-7 Ueno, Taito-ku, Tokyo","null","03-3831-6360","Completely no smoking area, Private room with maximum capacity 26, Counter restaurant, Reservation required, Open Sunday","Bib Gourmand","2","Comfortable","35.708865768682976","139.7724598018351","https://maps.google.com/maps?q=35.708865768682976%2C139.7724598018351%282-6-7%20Ueno%2C%20Taito-ku%2C%20Tokyo%29&ll=35.708865768682976%2c139.7724598018351&hl=en"
"Japanese","Tenmasa","天雅","False","False","Dinner = 18:00-23:00 L.O.21:30","Closed Monday","Dinner = ¥15,000-24,000","24000","15000","B1F, Cube-M, 3-16-13 Kamimeguro, Meguro-ku, Tokyo","http://www.ten-masa.info/","03-6303-4005","Completely no smoking area, Private room with maximum capacity 4, Counter restaurant, Reservation required, Open Sunday","one star","2","Comfortable","35.64588112","139.6955381","https://maps.google.com/maps?q=35.64588112%2C139.6955381%28B1F%2C%20Cube-M%2C%203-16-13%20Kamimeguro%2C%20Meguro-ku%2C%20Tokyo%29&ll=35.64588112%2c139.6955381&hl=en"
"Ramen","Ramenya Toy Box","ラーメン屋 トイ・ボックス","False","False","Lunch = 11:00-15:00 or when the day’s stock runs outDinner = Tuesday-Saturday 18:00-21:00 or when the day’s stock runs out.","Closed Monday (unless Public Holiday, then Tuesday) and 2nd Tuesday of the month","Lunch = Under ¥1,500Dinner = Under ¥1,500","1500","1500","1-1-3 Higashinippori, Arakawa-ku, Tokyo","null","03-6458-3664","Lunch and/or dinner for ¥1,500 and less, Cash only, Completely no smoking area, Counter restaurant, Reservation not accepted, Open Sunday","Bib Gourmand","0","Simple","35.73114774","139.7920749","https://maps.google.com/maps?q=35.73114774%2C139.7920749%281-1-3%20Higashinippori%2C%20Arakawa-ku%2C%20Tokyo%29&ll=35.73114774%2c139.7920749&hl=en"
"Soba","Tohakuan Karibe","東白庵 かりべ","False","False","Lunch = 11:30-15:00 L.O.14:30 or when the day’s stock runs outSunday & Public Holidays 11:30-21:30 L.O.21:00Dinner = 18:00-22:30 L.O.22:00 or when the day’s stock runs out","Closed Wednesday except Public Holidays","Lunch = ¥1,000-6,000Dinner = ¥3,000-9,000","9000","1000","11-7 Wakamiyacho, Shinjuku-ku, Tokyo","http://www.touhakuan.jp/","03-6317-0951","Completely no smoking area, Private room with maximum capacity 8, Open Sunday, Late dining","Bib Gourmand","1","Quiet comfortable","35.70045243","139.7392192","https://maps.google.com/maps?q=35.70045243%2C139.7392192%2811-7%20Wakamiyacho%2C%20Shinjuku-ku%2C%20Tokyo%29&ll=35.70045243%2c139.7392192&hl=en"
"French","Tour d'Argent","トゥールダルジャン","False","False","Lunch = 12:00-13:30 (L.O.) Occasionally open for lunchDinner = 17:30-20:30 (L.O.)","Closed Monday","Lunch = ¥11,000-27,000Dinner = ¥20,000-39,000","39000","11000","Lobby floor, Hotel New Otani Tokyo The Main, 4-1 Kioicho, Chiyoda-ku, Tokyo","http://www.tourdargent.jp/","03–3239–3111","Wheelchair access, No smoking area, Car park, Private room with maximum capacity 30, Reservation required, Open Sunday, Interesting wine list","one star","5.5","Luxury (more pleasant if in red)","35.68085584","139.7340453","https://maps.google.com/maps?q=35.68085584%2C139.7340453%28Lobby%20floor%2C%20Hotel%20New%20Otani%20Tokyo%20The%20Main%2C%204-1%20Kioicho%2C%20Chiyoda-ku%2C%20Tokyo%29&ll=35.68085584%2c139.7340453&hl=en"
"Japanese","Ginza Toyoda","銀座 とよだ","False","False","Lunch = 11:30-15:00 L.O.13:30Monday & Saturday 12:00-15:00 L.O.13:30Dinner = 17:30-22:00 L.O.20:30","Closed Sunday and Public Holidays","Lunch = ¥6,000-24,000Dinner = ¥12,000-24,000","24000","6000","2F, La Vialle Ginza Bldg, 7-5-4 Ginza, Chuo-ku, Tokyo","http://ginza-toyoda.com/","03-5568-5822","No smoking area, Counter restaurant, Reservation required, Interesting wine list","two stars","2","Comfortable","35.670056000000000","139.761671000000000","https://maps.google.com/maps?q=35.670056000000000%2C139.761671000000000%282F%2C%20La%20Vialle%20Ginza%20Bldg%2C%207-5-4%20Ginza%2C%20Chuo-ku%2C%20Tokyo%29&ll=35.670056000000000%2c139.761671000000000&hl=en"
"Yakitori","Toriki","とり喜","False","False","Dinner = 17:30-22:30 (L.O.)Saturday 17:00-22:30 (L.O.)","Closed Sunday and Public Holidays","Dinner = ¥5,000-8,000","8000","5000","1F, Kosaka Bldg, 1-8-13 Kinshi, Sumida-ku, Tokyo","null","03-3622-6202","Cash only, Completely no smoking area, Counter restaurant, Reservation required, Late dining","one star","1","Quiet comfortable","35.698113","139.811156","https://maps.google.com/maps?q=35.698113%2C139.811156%281F%2C%20Kosaka%20Bldg%2C%201-8-13%20Kinshi%2C%20Sumida-ku%2C%20Tokyo%29&ll=35.698113%2c139.811156&hl=en"
"Yakitori","Torisawa","鳥さわ","False","False","Dinner = 17:30-24:00 L.O.23:00","Closed Sunday and Public Holidays","Dinner = ¥5,000-7,000","7000","5000","2-24-13 Kameido, Koto-ku, Tokyo","null","03-3682-6473","Completely no smoking area, Counter restaurant, Reservation required, Late dining","Bib Gourmand","1","Quiet comfortable","35.69834647","139.8237429","https://maps.google.com/maps?q=35.69834647%2C139.8237429%282-24-13%20Kameido%2C%20Koto-ku%2C%20Tokyo%29&ll=35.69834647%2c139.8237429&hl=en"
"Yakitori","Torishiki","鳥しき","False","False","Dinner = 18:00-23:00","Closed Monday and Public Holidays","Dinner = ¥5,000-7,000","7000","5000","2-14-12 Kamiosaki, Shinagawa-ku, Tokyo","null","03-3440-7656","Completely no smoking area, Counter restaurant, Reservation required, Open Sunday","one star","1","Quiet comfortable","35.634240000000000","139.716855000000000","https://maps.google.com/maps?q=35.634240000000000%2C139.716855000000000%282-14-12%20Kamiosaki%2C%20Shinagawa-ku%2C%20Tokyo%29&ll=35.634240000000000%2c139.716855000000000&hl=en"
"Yakitori","Toritama Honkan","酉玉 本館","False","False","Dinner = 17:30-1:00 L.O.24:00","Closed Sunday except before a Public Holiday and Public Holiday Mondays","Dinner = ¥3,000-5,000","5000","3000","6-22-19 Shirokane, Minato-ku, Tokyo","null","03-5795-2950","Completely no smoking area, Counter restaurant, Reservation required, Late dining","Bib Gourmand","1","Quiet comfortable","35.64425477","139.7219218","https://maps.google.com/maps?q=35.64425477%2C139.7219218%286-22-19%20Shirokane%2C%20Minato-ku%2C%20Tokyo%29&ll=35.64425477%2c139.7219218&hl=en"
"Chicken specialities","Toritsune Shizendo","鳥つね 自然洞","False","False","Lunch = 11:30-13:30 (L.O.)Dinner = 17:30-21:00 (L.O.)","Closed Sunday and Public Holidays","Lunch = ¥1,000-3,000Dinner = ¥2,500-8,000","8000","1000","5-5-2 Sotokanda, Chiyoda-ku, Tokyo","null","03-5818-3566","Cash only at lunch, Private room with maximum capacity 12, Counter restaurant","Bib Gourmand","1","Quiet comfortable","35.70397455","139.7726348","https://maps.google.com/maps?q=35.70397455%2C139.7726348%285-5-2%20Sotokanda%2C%20Chiyoda-ku%2C%20Tokyo%29&ll=35.70397455%2c139.7726348&hl=en"
"Japanese","Shinjuku Kappo Nakajima","新宿割烹 中嶋","False","False","Lunch = 11:30-14:00 L.O.13:45Dinner = 17:30-21:30 L.O.20:00","Closed Sunday and Public Holidays","Lunch = ¥1,000-5,500Dinner = ¥10,000-16,000","16000","1000","B1F, Hihara Bldg, 3-32-5 Shinjuku, Shinjuku-ku, Tokyo","http://www.shinjyuku-nakajima.com/","03-3356-4534","Cash only at lunch, No smoking area, Private room with maximum capacity 14, Counter restaurant, Reservation required","one star","1","Quiet comfortable","35.690182000000000","139.703876000000000","https://maps.google.com/maps?q=35.690182000000000%2C139.703876000000000%28B1F%2C%20Hihara%20Bldg%2C%203-32-5%20Shinjuku%2C%20Shinjuku-ku%2C%20Tokyo%29&ll=35.690182000000000%2c139.703876000000000&hl=en"
"Steakhouse","Nakasei Uchimise","中勢以 内店","False","False","Lunch = weekends 11:30-15:30 L.O.14:00Dinner = 17:00-23:00 L.O.21:00","Closed Monday (unless Public Holiday, then Tuesday)","Lunch = ¥7,000-15,000Dinner = ¥13,000-19,000","19000","7000","5-10-18 Koishikawa, Bunkyo-ku, Tokyo","http://www.naka-sei.com/uchi/","03-3830-0490","Completely no smoking area, Reservation required, Open Sunday","one star","1","Quiet comfortable","35.7161100897876","139.74068941104508","https://maps.google.com/maps?q=35.7161100897876%2C139.74068941104508%285-10-18%20Koishikawa%2C%20Bunkyo-ku%2C%20Tokyo%29&ll=35.7161100897876%2c139.74068941104508&hl=en"
"Izakaya","Nakatogawa","中戸川","False","False","Dinner = 17:30-1:00 L.O.24:00Sunday & Public Holidays 17:30-22:30 L.O.21:30","Closed Monday (unless Public Holiday, then Tuesday)","Dinner = ¥4,000-6,000","6000","4000","2F, Chitose Bldg, 1-33-12 Uehara, Shibuya-ku, Tokyo","null","03-6416-8086","Completely no smoking area, Reservation required, Open Sunday, Late dining","Bib Gourmand","1","Quiet comfortable","35.66923433","139.6806857","https://maps.google.com/maps?q=35.66923433%2C139.6806857%282F%2C%20Chitose%20Bldg%2C%201-33-12%20Uehara%2C%20Shibuya-ku%2C%20Tokyo%29&ll=35.66923433%2c139.6806857&hl=en"
"Sushi","Sushi Nakamura","鮨 なかむら","False","False","Dinner = 18:00-23:30 L.O.22:00","Closed Wednesday, Sunday and Public Holidays","Dinner = ¥23,000","23000","23000","7-17-16 Roppongi, Minato-ku, Tokyo","null","03-3746-0856","Completely no smoking area, Counter restaurant, Reservation required, Late dining","one star","1","Quiet comfortable","35.662305000000000","139.729413000000000","https://maps.google.com/maps?q=35.662305000000000%2C139.729413000000000%287-17-16%20Roppongi%2C%20Minato-ku%2C%20Tokyo%29&ll=35.662305000000000%2c139.729413000000000&hl=en"
"Innovative","Narisawa","","False","False","Lunch = 12:00-13:00 (L.O.)Dinner = 18:30-20:00 (L.O.)","Closed Sunday and Monday","Lunch = ¥30,000Dinner = ¥36,000","36000","30000","2-6-15 Minamiaoyama, Minato-ku, Tokyo","http://www.narisawa-yoshihiro.com/","03-5785-0799","Wheelchair access, Completely no smoking area, Reservation required, Interesting wine list, Interesting sake list","two stars","3","Very comfortable","35.671585000000000","139.722147000000000","https://maps.google.com/maps?q=35.671585000000000%2C139.722147000000000%282-6-15%20Minamiaoyama%2C%20Minato-ku%2C%20Tokyo%29&ll=35.671585000000000%2c139.722147000000000&hl=en"
"Unagi","Nodaiwa","野田岩","False","False","Lunch = 11:00-13:30 (L.O.)Dinner = 17:00-20:00 (L.O.)","Closed Sunday","Lunch = ¥3,000-18,000Dinner = ¥3,000-18,000","18000","3000","1-5-4 Higashiazabu, Minato-ku, Tokyo","null","03-3583-7852","No smoking area, Private room with maximum capacity 25, Reservation required","one star","2","Comfortable","35.658116000000000","139.743374000000000","https://maps.google.com/maps?q=35.658116000000000%2C139.743374000000000%281-5-4%20Higashiazabu%2C%20Minato-ku%2C%20Tokyo%29&ll=35.658116000000000%2c139.743374000000000&hl=en"
"Unagi","Hashimoto","はし本","False","False","Lunch = 11:30-14:00 (L.O.)Dinner = 16:30-20:00 L.O.19:30","Closed Thursday","Lunch = ¥3,000-5,000Dinner = ¥3,000-5,000","5000","3000","2-5-7 Suido, Bunkyo-ku, Tokyo","http://www.unagi-hashimoto.jp/","03-3811-4850","Cash only, Completely no smoking area, Private room with maximum capacity 25, Reservation required, Open Sunday","Bib Gourmand","1","Quiet comfortable","35.709296000000000","139.736328000000000","https://maps.google.com/maps?q=35.709296000000000%2C139.736328000000000%282-5-7%20Suido%2C%20Bunkyo-ku%2C%20Tokyo%29&ll=35.709296000000000%2c139.736328000000000&hl=en"
"Okonomiyaki","Hassho","八昌","False","False","Dinner = 17:00-1:00 L.O.23:30Sunday & Public Holidays 17:00-23:00 L.O.22:00","Closed Monday","Dinner = ¥1,000-3,000","3000","1000","2F, Harada Bldg, 1-21-18 Kyodo, Setagaya-ku, Tokyo","null","03-3428-8437","Lunch and/or dinner for ¥1,500 and less, Cash only, Open Sunday, Late dining","Bib Gourmand","0","Simple","35.65045149","139.6370746","https://maps.google.com/maps?q=35.65045149%2C139.6370746%282F%2C%20Harada%20Bldg%2C%201-21-18%20Kyodo%2C%20Setagaya-ku%2C%20Tokyo%29&ll=35.65045149%2c139.6370746&hl=en"
"Sushi","Hatsunezushi","初音鮨","False","False","Lunch = 1st & 3rd Saturday 12:00-14:30, 15:00-17:30Dinner = 17:00-19:45, 20:00-22:30 except 1st & 3rd Saturday","Closed Wednesday, Thursday and Sunday","Lunch = ¥35,000-38,000Dinner = ¥35,000-38,000","38000","35000","5-20-2 Nishikamata, Ota-ku, Tokyo","https://hatsunezushi.com/","03-3731-2403","Cash only, Shoes must be removed, Completely no smoking area, Counter restaurant, Reservation required","two stars","2","Comfortable","35.565511000000000","139.714578000000000","https://maps.google.com/maps?q=35.565511000000000%2C139.714578000000000%285-20-2%20Nishikamata%2C%20Ota-ku%2C%20Tokyo%29&ll=35.565511000000000%2c139.714578000000000&hl=en"
"Yakitori","Bird Court","バードコート","False","False","Dinner = 17:30-22:30 L.O.22:00","Closed Sunday and Monday","Dinner = ¥4,000-8,000","8000","4000","3-68 Senju, Adachi-ku, Tokyo","null","03-3881-8818","Completely no smoking area, Private room with maximum capacity 8, Reservation required, Late dining","one star","1","Quiet comfortable","35.751354000000000","139.803225000000000","https://maps.google.com/maps?q=35.751354000000000%2C139.803225000000000%283-68%20Senju%2C%20Adachi-ku%2C%20Tokyo%29&ll=35.751354000000000%2c139.803225000000000&hl=en"
"Yakitori","Asagaya Bird Land","阿佐ヶ谷バードランド","False","False","Dinner = 17:00-23:00 L.O.22:15","Closed Monday and 1st & 3rd Sunday of the month","Dinner = ¥4,500-7,500","7500","4500","1F, Bearl Asagaya, 3-37-9 Asagayaminami, Suginami-ku, Tokyo","http://www.asagaya-bird-land.com/","03-3392-8941","Completely no smoking area, Counter restaurant, Reservation required, Late dining, Interesting wine list","one star","1","Quiet comfortable","35.70438269","139.6346591","https://maps.google.com/maps?q=35.70438269%2C139.6346591%281F%2C%20Bearl%20Asagaya%2C%203-37-9%20Asagayaminami%2C%20Suginami-ku%2C%20Tokyo%29&ll=35.70438269%2c139.6346591&hl=en"
"Yakitori","Bird Land","バードランド","False","False","Dinner = 17:00-22:00 L.O.21:30","Closed Sunday, Monday and Public Holidays","Dinner = ¥6,000-10,000","10000","6000","B1F, Tsukamoto Sozan Bldg, 4-2-15 Ginza, Chuo-ku, Tokyo","http://ginza-birdland.sakura.ne.jp/","03-5250-1081","Completely no smoking area, Counter restaurant, Reservation required, Interesting wine list","one star","1","Quiet comfortable","35.67276134573227","139.76378227174087","https://maps.google.com/maps?q=35.67276134573227%2C139.76378227174087%28B1F%2C%20Tsukamoto%20Sozan%20Bldg%2C%204-2-15%20Ginza%2C%20Chuo-ku%2C%20Tokyo%29&ll=35.67276134573227%2c139.76378227174087&hl=en"
"Japanese","Hamadaya","濱田家","False","False","Lunch = Wednesday, Thursday & Saturday 11:30-15:00Dinner = 17:30-22:00","Closed Sunday and Public Holidays","Lunch = ¥19,000-32,000Dinner = ¥39,000-65,000","65000","19000","3-13-5 Nihombashi-ningyocho, Chuo-ku, Tokyo","http://www.hamadaya.info/","03-3661-5940","Shoes must be removed, Private room with maximum capacity 60, Reservation required","two stars","4.5","Top class comfort (more pleasant if in red)","35.687215000000000","139.782915000000000","https://maps.google.com/maps?q=35.687215000000000%2C139.782915000000000%283-13-5%20Nihombashi-ningyocho%2C%20Chuo-ku%2C%20Tokyo%29&ll=35.687215000000000%2c139.782915000000000&hl=en"
"Japanese","Shikigohan Harema","四季ごはん 晴れ間。","False","False","Dinner = 18:00-23:00 L.O.22:00Sunday 17:00-22:00 L.O.21:00","Closed Monday","Dinner = ¥3,000-5,000","5000","3000","1-1-20 Uehara, Shibuya-ku,Tokyo","http://www.ha-re-ma.com/","03-6804-9980","Completely no smoking area, Reservation required, Open Sunday, Late dining, Interesting wine list, Interesting sake list","Bib Gourmand","1","Quiet comfortable","35.6683839","139.6874087","https://maps.google.com/maps?q=35.6683839%2C139.6874087%281-1-20%20Uehara%2C%20Shibuya-ku%2CTokyo%29&ll=35.6683839%2c139.6874087&hl=en"
"Izakaya","Nagomizake Hannagi","和み酒 帆凪","False","False","Dinner = 18:00-2:00 L.O.1:00","Closed Sunday and Public Holiday Mondays","Dinner = ¥4,000-7,000","7000","4000","1F, Sky Blue Sangenjaya, 2-29-3 Taishido, Setagaya-ku, Tokyo","null","03-3411-3402","Shoes must be removed, Reservation required, Late dining","Bib Gourmand","1","Quiet comfortable","35.64657955","139.6710743","https://maps.google.com/maps?q=35.64657955%2C139.6710743%281F%2C%20Sky%20Blue%20Sangenjaya%2C%202-29-3%20Taishido%2C%20Setagaya-ku%2C%20Tokyo%29&ll=35.64657955%2c139.6710743&hl=en"
"Italian","Piatto Suzuki","ピアット スズキ","False","False","Lunch = 12:00-14:00Dinner = 18:00-2:00 L.O.24:00","Closed Sunday and Public Holiday Mondays","Lunch = ¥3,500-8,000Dinner = ¥8,000-12,000","12000","3500","4F, Hasebeya Bldg, 1-7-7 Azabujuban, Minato-ku, Tokyo","null","03-5414-2116","No smoking area, Private room with maximum capacity 12, Reservation required, Late dining, Interesting wine list","one star","2","Comfortable","35.656285000000000","139.734976000000000","https://maps.google.com/maps?q=35.656285000000000%2C139.734976000000000%284F%2C%20Hasebeya%20Bldg%2C%201-7-7%20Azabujuban%2C%20Minato-ku%2C%20Tokyo%29&ll=35.656285000000000%2c139.734976000000000&hl=en"
"French","Pierre Gagnaire","ピエール・ガニェール","False","False","Lunch = 11:30-13:30 (L.O.)Dinner = 18:00-20:30 (L.O.)","Closed Monday (unless Public Holiday, then Tuesday)","Lunch = ¥6,000-37,000Dinner = ¥16,000-37,000","37000","6000","36F, ANA Intercontinental Hotel, 1-12-33 Akasaka, Minato-ku, Tokyo","http://anaintercontinental-tokyo.jp/","03-3505-1185","Wheelchair access, Completely no smoking area, Interesting view, Car park, Private room with maximum capacity 6, Reservation required, Open Sunday, Interesting wine list","two stars","4.5","Top class comfort (more pleasant if in red)","35.668231000000000","139.741089000000000","https://maps.google.com/maps?q=35.668231000000000%2C139.741089000000000%2836F%2C%20ANA%20Intercontinental%20Hotel%2C%201-12-33%20Akasaka%2C%20Minato-ku%2C%20Tokyo%29&ll=35.668231000000000%2c139.741089000000000&hl=en"
"Ramen","Mendokoro Bigiya","麺処 びぎ屋","False","False","Lunch = 11:30-14:45 or when the day’s stock runs outweekends 11:30-22:30 or when the day's stock runs outDinner = 18:00-22:30 or when the day's stock runs out","null","Lunch = Under ¥1,500Dinner = Under ¥1,500","1500","1500","2-4-9 Takaban, Meguro-ku, Tokyo","http://www.bigiya.com/","03-5722-1669","Lunch and/or dinner for ¥1,500 and less, Cash only, Completely no smoking area, Counter restaurant, Reservation not accepted, Open Sunday, Late dining","Bib Gourmand","0","Simple","35.62879506","139.6891325","https://maps.google.com/maps?q=35.62879506%2C139.6891325%282-4-9%20Takaban%2C%20Meguro-ku%2C%20Tokyo%29&ll=35.62879506%2c139.6891325&hl=en"
"Japanese","Higuchi","樋口","False","False","Dinner = 17:30-21:00 (L.O.)","Closed Sunday and Public Holidays","Dinner = ¥22,000-36,000","36000","22000","2-19-12 Jingumae, Shibuya-ku, Tokyo","null","03-3402-7038","Completely no smoking area, Private room with maximum capacity 6, Counter restaurant, Reservation required","two stars","2.5","Comfortable (more pleasant if in red)","35.673452000000000","139.710112000000000","https://maps.google.com/maps?q=35.673452000000000%2C139.710112000000000%282-19-12%20Jingumae%2C%20Shibuya-ku%2C%20Tokyo%29&ll=35.673452000000000%2c139.710112000000000&hl=en"
"French","Bistro en Ballon","ビストロアンバロン","False","False","Lunch = 11:30-15:00 L.O.13:30Dinner = 18:00-23:00 L.O.21:30","Closed Sunday","Lunch = ¥1,500-6,000Dinner = ¥4,500-7,000","7000","1500","1-9-7 Nishiazabu, Minato-ku, Tokyo","http://www.bistroenballon.com/","03-6438-9699","Completely no smoking area, Reservation required, Interesting wine list","Bib Gourmand","1","Quiet comfortable","35.66098361","139.7247058","https://maps.google.com/maps?q=35.66098361%2C139.7247058%281-9-7%20Nishiazabu%2C%20Minato-ku%2C%20Tokyo%29&ll=35.66098361%2c139.7247058&hl=en"
"Sukiyaki","Hiyama","日山","False","False","Lunch = 11:30-15:00 L.O.14:00Dinner = 17:30-21:30 L.O.20:00","Closed Sunday and Public Holidays","Lunch = ¥9,000-14,000Dinner = ¥11,000-16,000","16000","9000","2-5-1 Nihombashi-ningyocho, Chuo-ku, Tokyo","http://hiyama-gr.com/kappou/","03-3666-2901","Shoes must be removed, Private room with maximum capacity 50, Reservation required","one star","3","Very comfortable","35.685746000000000","139.782996000000000","https://maps.google.com/maps?q=35.685746000000000%2C139.782996000000000%282-5-1%20Nihombashi-ningyocho%2C%20Chuo-ku%2C%20Tokyo%29&ll=35.685746000000000%2c139.782996000000000&hl=en"
